,Unnamed: 0,precio_estimado,precio_venta,fecha,autor,casa_subasta,tipo,tecnica,dimensiones,fecha_creacion,titulo,precio_ajustado,is_inch,height,width
8120,8371," 400,000 - 600,000 USD "," 970,000 USD ",2015-05-26, Joaquín Torres García,Sotheby's,Latin America: The Legacy of Abstraction, tempera on board , 34.125 by 40.875 in. 86.7 by 103.8 cm , 1939 ,"ESTRUCTURA OCRE CONSTRUCTIVA CON SIGNOS EN BLANCO by Joaquín Torres García, 1939","212,093 USD",1,34.125,40.875
8121,8372," 600,000 - 800,000 USD "," 880,000 USD ",2015-05-26, Jesus-Rafael Soto,Sotheby's,Latin America: The Legacy of Abstraction, acrylic on wood with painted metal and nylon string , 83.25 by 78.75 in. 214 by 200 cm , 1975 ,"SALON DE MAI by Jesus-Rafael Soto, 1975","099,630 USD",1,83.25,78.75
8123,8374," 150,000 - 200,000 USD "," 187,500 USD ",2015-05-26, Jesus-Rafael Soto,Sotheby's,Latin America: The Legacy of Abstraction," painted wood, metal and nylon strings ", 35.5 by 18 by 13.75 in. 90.1 by 45.7 by 34.9 cm , 1967 ,"DOUBLE VIBRATION IN RED by Jesus-Rafael Soto, 1967","234,296 USD",1,35.5,18.0
8125,8376," 250,000 - 350,000 USD "," 509,000 USD ",2015-05-27, Joaquín Torres García,Christie's,Latin American Art, oil on cardboard laid on panel , 170.5 x 120.75 in. (44.5 x 32.4 cm.) , 1932 ,"Constructif (also known as Constructif aux double ligne a la terre d’ombre) by Joaquín Torres García, 1932","636,036 USD",1,170.5,120.75
8126,8377," 120,000 - 180,000 USD "," 161,000 USD ",2015-05-27, Emilio Pettoruti,Christie's,Latin American Art, oil on canvas , 31.625 x 12.125 in. (81 x 30.8 cm.) , 1958 ,"L'oiseau blanc (Vol en piqué) by Emilio Pettoruti, 1958","201,182 USD",1,31.625,12.125
8127,8378," 50,000 - 70,000 USD "," 87,500 USD ",2015-05-27, David Alfaro Siqueiros,Christie's,Latin American Art, oil on wood board , 26 x 40 in. (66 x 101.6 cm.) , 1969 ,"Landscape in Blue by David Alfaro Siqueiros, 1969","109,338 USD",1,26.0,40.0
8128,8379," 50,000 - 70,000 USD "," 245,000 USD ",2015-05-27, David Alfaro Siqueiros,Christie's,Latin American Art, oil on burlap laid on board , 25.125 x x 170.5 in. (63.8 x 44.5 cm.) , 1933 ,"Allegory with María Ilaraz Miranda de Terra by David Alfaro Siqueiros, 1933","306,147 USD",1,25.125,170.5
8130,8381," 15,000 - 20,000 USD "," 16,250 USD ",2015-05-27, René Portocarrero,Christie's,Latin American Art, watercolor on paper , 17 x 11.875 in. (43.2 x 30.2 cm.) , 1943 ,"Escena de la pasión by René Portocarrero, 1943","20,306 USD",1,17.0,11.875
8132,8383," 15,000 - 20,000 USD "," 20,000 USD ",2015-05-27, David Alfaro Siqueiros,Christie's,Latin American Art, oil on paper laid on masonite , 120.5 x 10.125 in. (31.8 x 25.7 cm.) , 1964 ,"Untitled by David Alfaro Siqueiros, 1964","24,992 USD",1,120.5,10.125
8134,8385," 120,000 - 180,000 USD "," 137,000 USD ",2015-05-27, Tomás Sánchez,Christie's,Latin American Art, acrylic on canvas , 24 x 36 in. (61 x 91.4 cm.) , 1995 ,"Caminar a la cascada by Tomás Sánchez, 1995","171,192 USD",1,24.0,36.0
8136,8387," 700,000 - 900,000 USD "," 1,049,000 USD ",2015-05-27, Diego Rivera,Christie's,Latin American Art, oil on canvas , 330.5 x 250.5 in. (85.1 x 64.8 cm.) , 1928 ,"Lavanderas con zopilotes by Diego Rivera, 1928","310,809 USD",1,330.5,250.5
8137,8388," 700,000 - 900,000 USD "," 1,325,000 USD ",2015-05-27, Rufino Tamayo,Christie's,Latin American Art, oil on canvas , 51.25 x 38 in. (130.2 x 96.5 cm.) , 1959 ,"Mujer con sandía by Rufino Tamayo, 1959","655,694 USD",1,51.25,38.0
8138,8389," 70,000 - 90,000 USD "," 87,500 USD ",2015-05-27, Antonio Seguí,Christie's,Latin American Art, oil and acrylic on canvas , 78 x 78 in. (198.1 x 198.1 cm.) , 1985 ,"Con ideas en la cabeza by Antonio Seguí, 1985","109,338 USD",1,78.0,78.0
8139,8390," 400,000 - 600,000 USD "," 545,000 USD ",2015-05-27, Tomás Sánchez,Christie's,Latin American Art, acrylic on canvas , 48 x 58.5 in. (121.9 x 148.6 cm.) , 1995 ,"Oír las aguas by Tomás Sánchez, 1995","681,021 USD",1,48.0,58.5
8140,8391," 10,000 - 15,000 USD "," 30,000 USD ",2015-05-27, Diego Rivera,Christie's,Latin American Art, watercolor on rice paper , 11 x 80.5 in. (27.9 x 21.6 cm.) , 1949 ,"María Félix, el amor by Diego Rivera, 1949","37,487 USD",1,11.0,80.5
8141,8392," 40,000 - 60,000 USD "," 62,500 USD ",2015-05-27, Joaquín Torres García,Christie's,Latin American Art, oil on cardboard , 20 x 250.25 in. (51 x 64 cm.) , 1940 ,"Paisaje medido con fábrica y montaña by Joaquín Torres García, 1940","78,099 USD",1,20.0,250.25
8144,8395," 500,000 - 700,000 USD "," 593,000 USD ",2015-05-27, Rufino Tamayo,Christie's,Latin American Art, oil and sand on canvas , 51.25 x 37.25 in. (130.2 x 94.6 cm.) , 1972 ,"El suéter rosa by Rufino Tamayo, 1972","741,001 USD",1,51.25,37.25
8146,8397," 60,000 - 80,000 USD "," 97,500 USD ",2015-05-27, Francisco Zuñiga,Christie's,Latin American Art, light onyx , 10.625 x 17.125 x 8.625 in. (27 x 43.5 x 22 cm.) , 1967 ,"Joven descansando by Francisco Zuñiga, 1967","121,834 USD",1,10.625,17.125
8147,8398," 30,000 - 40,000 USD "," 30,000 USD ",2015-05-27, David Alfaro Siqueiros,Christie's,Latin American Art, photographic print and charcoal on board , 52 x 41.5 in. (132 x 105.4 cm.) , 1950 ,"Study for the mural Patricios y Patricidas for the Ex Aduana de Santo Domingo by David Alfaro Siqueiros, 1950","37,487 USD",1,52.0,41.5
8149,8400," 25,000 - 35,000 USD "," 25,000 USD ",2015-05-27, Jesus-Rafael Soto,Christie's,Latin American Art, painted metal with metal rod with nylon string , 10.625 x 110.75 x 40.75 in. (27 x 29.9 x 12.1 cm.) , 1969 ,"Vibrations métalliques by Jesus-Rafael Soto, 1969","31,240 USD",1,10.625,110.75
8150,8401," 25,000 - 30,000 USD "," 25,000 USD ",2015-05-27, Mariano Rodriguez,Christie's,Latin American Art, oil on canvas , 40 x 32 in. (101.6 x 81.3 cm.) , 1984 ,"Gallo by Mariano Rodriguez, 1984","31,240 USD",1,40.0,32.0
8151,8402," 1,000 - 1,500 USD "," 1,200 USD* ",2015-05-28, Francisco Zuñiga,Ro Gallery,May Modern & Contemporary Art Auction, Lithograph , 19.5 x 25 inches , 1982 ,"Impresiones de Egipto, Planch 6 by Francisco Zuñiga, 1982","1,499 USD",1,19.5,25.0
8152,8403," 60,000 - 80,000 USD "," 365,000 USD ",2015-05-27, Joaquín Torres García,Christie's,Latin American Art, oil on cardboard , 160.5 x 20.375 in. (42 x 51.5 cm.) , 1940 ,"Mesa de café con hombre leyendo by Joaquín Torres García, 1940","456,097 USD",1,160.5,20.375
8153,8404," 30,000 - 40,000 USD "," 106,250 USD ",2015-05-27, Joaquín Torres García,Christie's,Latin American Art, oil on cardboard , 190.25 x 220.5 in. (49 x 57 cm.) , 1949 ,"Paisaje con casas by Joaquín Torres García, 1949","132,768 USD",1,190.25,220.5
8155,8406," 400,000 - 600,000 USD "," 905,000 USD ",2015-05-27, Diego Rivera,Christie's,Latin American Art, oil on canvas , 290.75 x 39.625 in. (75.6 x 100.7 cm.) , 1940 ,"Nieves desnuda de rodillas sobre un petate by Diego Rivera, 1940","130,870 USD",1,290.75,39.625
8156,8407," 40,000 - 60,000 USD "," 81,250 USD ",2015-05-27, Fernando de Szyszlo,Christie's,Latin American Art, acrylic on canvas , 59 x 59 in. (149.9 x 149.9 cm.) , 1983 ,"Punchao by Fernando de Szyszlo, 1983","101,528 USD",1,59.0,59.0
8157,8408," 15,000 - 20,000 USD "," 15,000 USD ",2015-05-27, Tomás Sánchez,Christie's,Latin American Art, Conté crayon on paper , 11 x 80.5 in. (27.9 x 21.6 cm.) , 1993 ,"Contemplación en grises y negros by Tomás Sánchez, 1993","18,744 USD",1,11.0,80.5
8158,8409," 30,000 - 40,000 USD "," 50,000 USD ",2015-05-27, Tomás Sánchez,Christie's,Latin American Art, acrylic on masonite , 25 x 19 in. (63.5 x 48.3 cm.) , 1986 ,"Personaje vegetal de cualquier día by Tomás Sánchez, 1986","62,479 USD",1,25.0,19.0
8159,8410," 40,000 - 60,000 USD "," 47,500 USD ",2015-05-27, Tomás Sánchez,Christie's,Latin American Art, acrylic on canvas , 10.875 x 13.875 in. (27.5 x 35.1 cm.) , 1993 ,"Descubridor del testigo en la noche by Tomás Sánchez, 1993","59,355 USD",1,10.875,13.875
8161,8412," 20,000 - 25,000 USD "," 35,000 USD ",2015-05-27, Diego Rivera,Christie's,Latin American Art, ink and gouache on rice paper , 15 x 11 in. (38.1 x 27.9 cm.) , circa 1935 ,"Woman with Bundle by Diego Rivera, circa 1935","43,735 USD",1,15.0,11.0
8163,8414," 35,000 - 45,000 USD "," 87,500 USD ",2015-05-27, René Portocarrero,Christie's,Latin American Art, oil on canvas , 28.125 x 22 in. (71.5 x 56 cm.) , 1958 ,"Laura (Mujer en amarillo) by René Portocarrero, 1958","109,338 USD",1,28.125,22.0
8165,8416," 60,000 - 80,000 USD "," 60,000 USD ",2015-05-27, Francisco Zuñiga,Christie's,Latin American Art, light onyx on wooden base , 10.875 x 110.25 x 10 in. (270.5 x 280.5 x 250.5 cm.) , circa 1965 ,"Yucateca en cuclillas con naranja by Francisco Zuñiga, circa 1965","74,975 USD",1,10.875,110.25
8166,8417," 500,000 - 700,000 USD "," 785,000 USD ",2015-05-27, Rufino Tamayo,Christie's,Latin American Art, oil on canvas , 51 x 75 in. (129.5 x 190.5 cm.) , 1971 ,"The Astronauts by Rufino Tamayo, 1971","980,920 USD",1,51.0,75.0
8168,8419," 150,000 - 200,000 USD "," 329,000 USD ",2015-05-27, Diego Rivera,Christie's,Latin American Art, oil on canvas , 390.5 x 230.5 in. (100.3 x 59.7 cm.) , 1937 ,"Retrato de Carmelita Avilés by Diego Rivera, 1937","411,112 USD",1,390.5,230.5
8169,8420," 80,000 - 120,000 USD "," 87,500 USD ",2015-05-27, Jesus-Rafael Soto,Christie's,Latin American Art, oil on wood and metal , 28.625 x 11.125 x 5.375 in. (72.7 x 28.3 x 13... , 1966 ,"Mouvement fragmenté by Jesus-Rafael Soto, 1966","109,338 USD",1,28.625,11.125
8170,8421," 35,000 - 45,000 USD "," 68,750 USD ",2015-05-27, Joaquín Torres García,Christie's,Latin American Art, oil on canvas , 180.25 x 24.125 in. (46.4 x 61.3 cm.) , 1928 ,"Paisaje by Joaquín Torres García, 1928","85,909 USD",1,180.25,24.125
8172,8423," 25,000 - 30,000 USD "," 25,000 USD ",2015-05-27, Benito Quinquela Martin,Christie's,Latin American Art, oil on board , 49 x 41 in. (124.5 x 104 cm.) , 1966 ,"Crepúsculo by Benito Quinquela Martin, 1966","31,240 USD",1,49.0,41.0
8173,8424," 25,000 - 35,000 USD "," 45,000 USD ",2015-05-27, Benito Quinquela Martin,Christie's,Latin American Art, oil on wood board , 190.75 x 230.5 in. (50.2 x 59.7 cm.) , 1963 ,"Impresión de la boca by Benito Quinquela Martin, 1963","56,231 USD",1,190.75,230.5
8176,8427," 15,000 - 20,000 USD "," 37,500 USD ",2015-05-27, Francisco Zuñiga,Christie's,Latin American Art, bronze , 10 x 150.75 x 12.8333333333333334 in. (25.4 x 40. x 32.1 cm.) , 1980 ,"Tres mujeres platicando by Francisco Zuñiga, 1980","46,859 USD",1,10.0,150.75
8177,8428," 50,000 - 70,000 USD "," 100,000 USD ",2015-05-27, Rufino Tamayo,Christie's,Latin American Art, oil and marble dust on canvas , 12 x 9.875 in. (30.5 x 25.1 cm.) , 1960 ,"The Smoker by Rufino Tamayo, 1960","124,958 USD",1,12.0,9.875
8178,8429," 12,000 - 18,000 USD "," 11,250 USD ",2015-05-27, Francisco Toledo,Christie's,Latin American Art, watercolor on paper ," 11.125 x 15 in. (27.9 x 38.1 cm.), 11 x 120.25 in... ",,Francisco Toledo (Mexican b. 1940) by Francisco Toledo,"14,058 USD",1,11.125,15.0
8179,8430," 1,200 - 1,500 USD ", 700 USD* ,2015-05-28, Francisco Zuñiga,Ro Gallery,May Modern & Contemporary Art Auction, Lithograph , 22 in. x 30 in , 1977 ,"El Sueno by Francisco Zuñiga, 1977",875 USD,1,22.0,30.0
8183,8434," 1,000 - 1,500 USD ", 615 USD ,2015-05-29, Francisco Zuñiga,"Skinner, Boston",American & European Prints & Photographs, Color lithograph on paper , 29.75 x 21.25 in (75.4 x 53.8 cm) , 1986 ,"La Escalera by Francisco Zuñiga, 1986",768 USD,1,29.75,21.25
8184,8435," 4,000 - 6,000 USD "," 4,920 USD ",2015-05-29, Jesus-Rafael Soto,"Skinner, Boston",American & European Prints & Photographs, Mixed media with Plexiglas and painted wood , 22.5 in (57.0 cm) , 1991 ,"Sans Titre by Jesus-Rafael Soto, 1991","6,148 USD",1,22.5,57.0
8185,8436," 22,000 - 28,000 USD "," 52,275 USD ",2015-05-29, Jesus-Rafael Soto,"Skinner, Boston",American & European Paintings," Oil, metal and wood ", 18.3125 x 13.1875 x 4.75 in. , 1965 ,"Petit Carré Rouge by Jesus-Rafael Soto, 1965","65,322 USD",1,18.312,5.0
8187,8438," 10,000 - 15,000 USD "," 20,000 USD ",2015-05-30, Jesus-Rafael Soto,"Heritage Auctions, Dallas",Modern & Contemporary Art Signature Auction, Silkscreen on wood with nylon string and painted metal rods , 19.75 x 18 in. , 1966 ,"Petite Vibration Brique et Noire by Jesus-Rafael Soto, 1966","24,992 USD",1,19.75,18.0
8188,8439," 10,000 - 15,000 USD "," 15,000 USD ",2015-05-30, Jesus-Rafael Soto,"Heritage Auctions, Dallas",Modern & Contemporary Art Signature Auction," Oil, metal, and silkscreen ink on wood construction ", 19.25 x 9.25 in. , 1967 ,"Tige Vibrante by Jesus-Rafael Soto, 1967","18,744 USD",1,19.25,9.25
8189,8440," 4,000 - 5,000 EUR "," 9,300 EUR ",2015-05-30, Jesus-Rafael Soto,"Lempertz, Cologne",Contemporary Art I & II, Metal rods attached to nylon threads in front of plastic plate. Overall dimensions approx , 17 x 54 x 12 cm , 1968 ,"Kinetisches Objekt by Jesus-Rafael Soto, 1968","12,774 USD",0,17.0,54.0
8190,8441," 6,000 - 8,000 EUR "," 11,160 EUR ",2015-05-30, Jesus-Rafael Soto,"Lempertz, Cologne",Contemporary Art I & II, Small metal plate in front of coloured panel , 50 x 66 x 14 cm , 1976 ,"Homenaje al Humano by Jesus-Rafael Soto, 1976","15,329 USD",0,50.0,66.0
8191,8442," 800 - 1,200 USD ", 600 USD* ,2015-05-31, David Alfaro Siqueiros,Santa Monica Auctions,May Auction, Lithograph , Image: 21 x 15.25 in; Framed: 33 x 26.5 in , 1974 ,"Mother and Child by David Alfaro Siqueiros, 1974",750 USD,1,21.0,15.25
8192,8443," 300,000 - 600,000 HKD "," 460,000 HKD* ",2015-05-31, Jesus-Rafael Soto,Seoul Auction,15th Hong Kong Sale, Silk screen on plexiglas with painted metal element on nylon wire , 40.6 x 40.1 x 6.5 in. , 1995 ,"Violet et Point Rouge by Jesus-Rafael Soto, 1995","74,135 USD",1,40.6,40.1
8193,8444," 2,000 - 2,500 USD "," 1,599 USD ",2015-05-26, Leopoldo Romañach,"Skinner, Boston",Fine Art Online, Oil on canvas , 24 x 19 in (61.0 x 48.3 cm) ,,"Lined, retouch by Leopoldo Romañach","1,998 USD",1,24.0,19.0
8196,8447," 4,000 - 6,000 EUR "," 7,500 EUR* ",2015-06-02, Jesus-Rafael Soto,Fine Art Auctions,Estimates up to 3.000 Euro," wood and metal, partially colored focus ", 50 x 15 x 15cm , 1969 ,"Jai-Alai - Multiple V by Jesus-Rafael Soto, 1969","10,430 USD",0,50.0,15.0
8197,8448," 30,000 - 40,000 EUR "," 47,500 EUR ",2015-06-02, Antonio Seguí,Sotheby's,Contemporary Art, oil on canvas , 200 x 200 cm; 78.625 x 78.6875 in , 1984 ,"SUBIR PARA IR BAJANDO by Antonio Seguí, 1984","66,054 USD",1,200.0,200.0
8198,8449," 10,000 - 15,000 EUR "," 10,000 EUR* ",2015-06-03, Francisco Zuñiga,Fine Art Auctions,Modern Art," Bronze, brown and green patinated on wood base ", 35 x 45 x 27 cm. , 1966 ,"Mujer Sentada by Francisco Zuñiga, 1966","14,089 USD",0,35.0,45.0
8199,8450," 150,000 - 200,000 EUR "," 361,500 EUR ",2015-06-03, Jesus-Rafael Soto,Christie's,Contemporary Art Evening Sale," oil, metal bars and son nylon panel mounted ", 157 x 107 x 5.2 cm. (61.6/8 x 42.125 x 2 in.) , 1966 ,"Mouvements internes et externes by Jesus-Rafael Soto, 1966","509,313 USD",1,157.0,107.0
8200,8451," 80,000 - 120,000 EUR "," 121,500 EUR ",2015-06-03, Rufino Tamayo,Christie's,Contemporary Art Evening Sale, oil on canvas , 100 x 80 cm. (39.375 x 31 0.5 in.) , 1958 ,"Noir de Paris by Rufino Tamayo, 1958","171,180 USD",1,100.0,80.0
8201,8452," 4,000 - 6,000 EUR "," 6,250 EUR ",2015-06-05, Jesus-Rafael Soto,Grisebach ,Prints & Multiples," Plexiglass, colour silkscreen, lacquered wooden bars and nylon thread "," 56,8 x 25,5 x 10,6 cm (22 0.375 x 10 x 4 0.125 in.) ", 1991 ,"Composition cinetique by Jesus-Rafael Soto, 1991","8,675 USD",1,56.0,8.0
8202,8453," 100,000 - 150,000 JPY "," 170,000 JPY* ",2015-06-05, Rufino Tamayo,"Mainichi Auction, Tokyo","Paintings, Prints & Sculpture", lithograph , 53.8x69cm , 1969 ,"Pasteque #1 by Rufino Tamayo, 1969","1,692 USD",0,53.8,69.0
8203,8454," 70,000 - 100,000 JPY "," 100,000 JPY* ",2015-06-05, Rufino Tamayo,"Mainichi Auction, Tokyo","Paintings, Prints & Sculpture", lithograph , 75.8x55.8cm , 1973 ,"Dos figuras by Rufino Tamayo, 1973",995 USD,0,75.8,55.8
8204,8455," 2,000 - 3,000 EUR "," 6,000 EUR ",2015-06-06, Jesus-Rafael Soto,Grisebach ,"Third Floor. Estimates up to EUR 3,000"," Metal bars, lacquered onto nylon threads, and silkscreen on plexiglass "," 16,5 cm (6 0.5 in.) ", 1968 ,"KINETISCHES OBJEK by Jesus-Rafael Soto, 1968","8,333 USD",1,16.0,5.0
8206,8457," 1,500 - 2,000 USD "," 3,538 USD ",2015-06-06, Rufino Tamayo,Treadway Gallery,20th Century Art & Design Auction including an African American Art Session, color lithograph ," 29.75"" x 21.5"" ",,Watermelons by Rufino Tamayo,"4,421 USD",1,29.75,21.5
8208,8459," 1,500 - 2,000 USD "," 4,880 USD ",2015-06-06, Rufino Tamayo,Treadway Gallery,20th Century Art & Design Auction including an African American Art Session, color lithograph ," 22"" x 29.5"" ",,Perro by Rufino Tamayo,"6,098 USD",1,22.0,29.5
8209,8460," 8,000 - 12,000 CHF "," 9,000 CHF* ",2015-06-08, Jesus-Rafael Soto,Germann Auctions,"Important Paintings, Sculptures, Watercolors, Drawings & Multiples", Silkscreen printed in colors on plexiglas , H 300 mm W 700 mm D 120 mm , 1979 ,"Sintesis Series by Jesus-Rafael Soto, 1979","12,047 USD",0,300.0,700.0
8210,8461," 6,000 - 9,000 CHF "," 11,000 CHF* ",2015-06-08, Jesus-Rafael Soto,Germann Auctions,"Important Paintings, Sculptures, Watercolors, Drawings & Multiples", Silkscreen on plexiglas cube , H 215 mm W 205 mm D 105 mm ,,Untitled by Jesus-Rafael Soto,"14,724 USD",0,215.0,205.0
8211,8462," 8,000 - 12,000 CHF "," 8,000 CHF* ",2015-06-08, Jesus-Rafael Soto,Germann Auctions,"Important Paintings, Sculptures, Watercolors, Drawings & Multiples", Silkscreen printed in colors on plexiglas , H 340 mm W 340 mm D 180 mm , 1967 ,"Sotomagie Series by Jesus-Rafael Soto, 1967","10,708 USD",0,340.0,340.0
8212,8463, 400 - 600 CHF , 500 CHF* ,2015-06-09, Jesus-Rafael Soto,Germann Auctions,"International Prints, Portfolios & Multiples", Silkscreen printed in colors. , 830 x 640 mm ,,Sin título by Jesus-Rafael Soto,672 USD,0,830.0,640.0
8213,8464, 400 - 600 CHF , 600 CHF* ,2015-06-09, Jesus-Rafael Soto,Germann Auctions,"International Prints, Portfolios & Multiples", Silkscreen printed in colors , 970 x 760 mm , 1970 ,"Vibration by Jesus-Rafael Soto, 1970",807 USD,0,970.0,760.0
8215,8466," 12,000 - 15,000 USD "," 9,000 USD* ",2015-06-10, Joaquín Torres García,Castells,Taller Torres García, Ink on paper , 21 x 14 cm , 1939 ,"Constructivo Ex -Libris by Joaquín Torres García, 1939","11,246 USD",0,21.0,14.0
8216,8467," 5,000 - 7,000 USD "," 9,600 USD* ",2015-06-10, Joaquín Torres García,Castells,Taller Torres García, Hand embroidered tapestry , 90 x 117 cm , 1939 ,"Constructivo by Joaquín Torres García, 1939","11,996 USD",0,90.0,117.0
8217,8468," 2,600 - 2,800 EUR "," 3,500 EUR ",2015-06-10, René Portocarrero,"Il Ponte Auction House, Via Pontaccio",Modern & Contemporary Art, Oil on canvas , 70 x 50 cm. , 1983 ,"Untitled by René Portocarrero, 1983","4,947 USD",0,70.0,50.0
8218,8469," 12,000 - 15,000 USD "," 10,200 USD* ",2015-06-10, Joaquín Torres García,Castells,Taller Torres García, Ink on paper ," 14,5 x 22,2 cm ", 1938 ,"Constructivo Acle by Joaquín Torres García, 1938","12,746 USD",0,14.0,5.0
8219,8470," 25,000 - 35,000 USD "," 24,000 USD* ",2015-06-10, Joaquín Torres García,Castells,Taller Torres García, Oil on cardboard , 47 x 39 cm ,,Cabeza de mujer de perfil by Joaquín Torres García,"29,990 USD",0,47.0,39.0
8220,8471," 3,000 - 4,000 USD "," 3,200 USD* ",2015-06-10, Joaquín Torres García,Castells,Taller Torres García, Pencil on paper ," 14,5 x 8,4 cm ",,Constructivo by Joaquín Torres García,"3,999 USD",0,14.0,5.0
8221,8472," 15,000 - 20,000 USD "," 20,000 USD ",2015-06-10, Jesus-Rafael Soto,Christie's,Design, karat gold , 1 0.75 in. (4.5 cm.) high 0.75 in. (1.9 cm.) wide 0.75... , 1968 ,"A RING by Jesus-Rafael Soto, 1968","24,992 USD",1,1.0,0.75
8222,8473," 30,000 - 40,000 USD "," 108,750 USD ",2015-06-10, Antonio Seguí,"Matsart Auctioneers & Appraisers, Jerusalem","Impressionist, Modern & Contemporary", Acrylic on canvas , 200 x 200 cm. , 2014 ,"Ser Pobre es Incomodo by Antonio Seguí, 2014","135,892 USD",0,200.0,200.0
8224,8475," 4,000 EUR "," 5,250 EUR ",2015-06-12, Jesus-Rafael Soto,Ketterer Kunst,Post War / Contemporary Art," Multiple. Plastic, plexiglass and metal, with silkscreen in colors ", 3.5 x 5.9 x 8.2 in , 1955/1978 ,"Permutation by Jesus-Rafael Soto, 1955/1978","7,400 USD",1,3.5,5.9
8225,8476," 5,000 EUR "," 5,000 EUR ",2015-06-12, Jesus-Rafael Soto,Ketterer Kunst,Post War / Contemporary Art, Multiple. Plexiglass plate with silkscreen in colors as well as metal rods in black and blue and nylon threads , 6.2 x 21.2 x 4.7 in , 1969 ,"Vibration by Jesus-Rafael Soto, 1969","7,048 USD",1,6.2,21.2
8226,8477," 5,000 EUR "," 17,486 EUR* ",2015-06-16, René Portocarrero,"Auctionata, Berlin",The Concha Barrios & Artemisia Gallery Collection, Oil and acrylic on canvas , 89 x 66 cm , 1969 ,"Lady with Hat by René Portocarrero, 1969","24,543 USD",0,89.0,66.0
